Sexe,Age_Bac,Serie_Bac,Etablissement,Lieu_Habitation_Bac,Matieres_Preferees,Secteur_Desire,Competences_Techniques,Note_Maths,Note_Francais_Ecrit,Note_Francais_Oral,Note_Anglais_Ecrit,Note_Anglais_Oral,Note_Philo,Note_Physique_Chimie,Note_SVT,Note_Histoire_Geo,Note_EPS,Note_Espagnol_Ecrit,Note_Espagnol_Oral,Note_Facultative_1,Note_Facultative_2,Points_BAC,Personnalite,Religion,Secteur_Activite_Famille,Secteur_Activite,Justification_Choix,Descriptions
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.662522284353981,15.325044568707964,13.493783426530973,15.325044568707964,10.831261142176992,11.674955431292036,11.337477715646019,15.300178274831856,14.337477715646019,11.0,12.0,15.0,14.0,244.0248662938761,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.311711076089411,14.623422152178822,12.967566614134116,14.623422152178822,10.655855538044705,12.376577847821178,11.688288923910589,12.493688608715289,14.688288923910589,11.0,12.0,15.0,14.0,246.12973354346354,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.52006802117781,15.040136042355622,13.280102031766717,15.040136042355622,10.760034010588905,11.959863957644378,11.47993197882219,14.160544169422487,14.47993197882219,11.0,12.0,15.0,14.0,244.87959187293313,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.54671027934328,15.09342055868656,13.32006541901492,15.09342055868656,10.77335513967164,11.90657944131344,11.45328972065672,14.373682234746237,14.45328972065672,11.0,12.0,15.0,14.0,244.71973832394033,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.815145544474474,15.630291088948946,13.72271831671171,15.630291088948946,10.907572772237236,11.369708911051054,11.184854455525526,16.521164355795783,14.184854455525526,11.0,12.0,15.0,14.0,243.10912673315318,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.969584627764558,15.939169255529118,13.954376941646839,15.939169255529118,10.984792313882279,11.060830744470882,11.030415372235442,17.75667702211647,14.030415372235442,11.0,12.0,15.0,14.0,242.18249223341266,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.224867176638885,14.449734353277771,12.837300764958329,14.449734353277771,10.612433588319442,12.550265646722229,11.775132823361115,11.798937413111084,14.775132823361115,11.0,12.0,15.0,14.0,246.65079694016669,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.060501058435811,14.121002116871622,12.590751587653717,14.121002116871622,10.530250529217906,12.878997883128378,11.939498941564189,10.484008467486486,14.939498941564189,11.0,12.0,15.0,14.0,247.63699364938515,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.105172649572351,14.210345299144702,12.657758974358527,14.210345299144702,10.552586324786176,12.789654700855298,11.894827350427649,10.841381196578808,14.894827350427649,11.0,12.0,15.0,14.0,247.36896410256588,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.597899978811085,15.195799957622171,13.396849968216628,15.195799957622171,10.798949989405543,11.804200042377829,11.402100021188915,14.78319983048868,14.402100021188915,11.0,12.0,15.0,14.0,244.4126001271335,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.078125764976884,14.156251529953767,12.617188647465325,14.156251529953767,10.539062882488441,12.843748470046233,11.921874235023116,10.625006119815065,14.921874235023116,11.0,12.0,15.0,14.0,247.5312454101387,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.088492502051919,14.17698500410384,12.632738753077879,14.17698500410384,10.54424625102596,12.82301499589616,11.911507497948081,10.707940016415357,14.911507497948081,11.0,12.0,15.0,14.0,247.46904498768848,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.804017137580855,15.60803427516171,13.706025706371282,15.60803427516171,10.902008568790427,11.39196572483829,11.195982862419145,16.432137100646838,14.195982862419145,11.0,12.0,15.0,14.0,243.17589717451486,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.954772711089461,15.909545422178924,13.932159066634194,15.909545422178924,10.97738635554473,11.090454577821076,11.045227288910539,17.638181688715697,14.045227288910539,11.0,12.0,15.0,14.0,242.27136373346323,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.674669669236735,15.349339338473472,13.512004503855103,15.349339338473472,10.837334834618368,11.650660661526528,11.325330330763265,15.397357353893884,14.325330330763265,11.0,12.0,15.0,14.0,243.9519819845796,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.611322710310517,15.222645420621037,13.416984065465776,15.222645420621037,10.805661355155259,11.777354579378963,11.388677289689483,14.890581682484143,14.388677289689483,11.0,12.0,15.0,14.0,244.3320637381369,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.728650968226104,15.457301936452208,13.592976452339157,15.457301936452208,10.864325484113053,11.542698063547792,11.271349031773896,15.829207745808834,14.271349031773896,11.0,12.0,15.0,14.0,243.62809419064337,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.17126249084807,14.34252498169614,12.756893736272106,14.34252498169614,10.585631245424036,12.65747501830386,11.82873750915193,11.370099926784565,14.82873750915193,11.0,12.0,15.0,14.0,246.97242505491158,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.643246673306411,15.286493346612822,13.464870009959617,15.286493346612822,10.821623336653206,11.713506653387178,11.356753326693589,15.145973386451285,14.356753326693589,11.0,12.0,15.0,14.0,244.14051996016153,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.71906549031262,15.438130980625239,13.57859823546893,15.438130980625239,10.85953274515631,11.561869019374761,11.28093450968738,15.752523922500954,14.28093450968738,11.0,12.0,15.0,14.0,243.68560705812428,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.542696083158248,15.085392166316497,13.314044124737373,15.085392166316497,10.771348041579124,11.914607833683503,11.457303916841752,14.341568665265989,14.457303916841752,11.0,12.0,15.0,14.0,244.7438235010505,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.140924224974762,14.281848449949525,12.711386337462145,14.281848449949525,10.570462112487382,12.718151550050475,11.859075775025238,11.127393799798101,14.859075775025238,11.0,12.0,15.0,14.0,247.15445465015142,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.19780301924596,14.39560603849192,12.79670452886894,14.39560603849192,10.59890150962298,12.60439396150808,11.80219698075404,11.582424153967683,14.80219698075404,11.0,12.0,15.0,14.0,246.81318188452423,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.925449356320229,15.850898712640458,13.888174034480343,15.850898712640458,10.962724678160114,11.149101287359542,11.074550643679771,17.403594850561834,14.074550643679771,11.0,12.0,15.0,14.0,242.44730386207863,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.013113063399484,14.026226126798965,12.519669595099224,14.026226126798965,10.506556531699742,12.973773873201035,11.986886936600516,10.104904507195862,14.986886936600516,11.0,12.0,15.0,14.0,247.9213216196031,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.772244769296657,15.544489538593314,13.658367153944987,15.544489538593314,10.88612238464833,11.455510461406686,11.227755230703343,16.177958154373258,14.227755230703343,11.0,12.0,15.0,14.0,243.36653138422005,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.801284318465827,15.602568636931656,13.701926477698741,15.602568636931656,10.900642159232914,11.397431363068344,11.198715681534173,16.410274547726623,14.198715681534173,11.0,12.0,15.0,14.0,243.19229408920503,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.005522117123602,14.011044234247205,12.508283175685403,14.011044234247205,10.502761058561802,12.988955765752795,11.994477882876398,10.04417693698882,14.994477882876398,11.0,12.0,15.0,14.0,247.96686729725837,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.815461428454833,15.630922856909669,13.723192142682251,15.630922856909669,10.907730714227418,11.369077143090331,11.184538571545167,16.523691427638674,14.184538571545167,11.0,12.0,15.0,14.0,243.107231429271,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.706857343847616,15.413714687695235,13.560286015771425,15.413714687695235,10.853428671923808,11.586285312304765,11.293142656152384,15.654858750780937,14.293142656152384,11.0,12.0,15.0,14.0,243.7588559369143,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.729007168040987,15.458014336081975,13.59351075206148,15.458014336081975,10.864503584020493,11.541985663918025,11.270992831959013,15.832057344327898,14.270992831959013,11.0,12.0,15.0,14.0,243.62595699175407,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Féminin,17,C,Lycée Moderne Khalil Daloa,Daloa,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Non,14.0,11.771270346685945,15.542540693371892,13.656905520028918,15.542540693371892,10.885635173342973,11.457459306628108,11.228729653314055,16.170162773487565,14.228729653314055,11.0,12.0,15.0,14.0,243.37237791988431,Gai,Islam,"Agroalimentaire, Agriculture, Elevage",Électronique / Électricité,"Passion personnelle, Impact social, Innovation et créativité, Formation académique","Formation initiale, Certification ou formation continue, Reconnaissance professionnelle"
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.92595534826591,15.851910696531819,13.888933022398865,15.851910696531819,10.962977674132954,11.148089303468181,11.07404465173409,17.407642786127276,14.07404465173409,11.0,12.0,15.0,14.0,242.44426791040453,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.641534271455727,15.283068542911455,13.462301407183592,15.283068542911455,10.820767135727865,11.716931457088545,11.358465728544273,15.132274171645818,14.358465728544273,11.0,12.0,15.0,14.0,244.15079437126565,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.88413094047487,15.76826188094974,13.826196410712306,15.76826188094974,10.942065470237434,11.23173811905026,11.11586905952513,17.073047523798962,14.11586905952513,11.0,12.0,15.0,14.0,242.69521435715077,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
Masculin,17,D,College catholic Mgr kirman de daloa ,Daloa ,"Mathematiques, SVT, Science Physique",Informatique / Télécoms,Oui j'ai appris la programmation phyton les base de l'algorithme et je regardais beaucoup de vidéo sur les sience et l'ingénierie ce n'est pas que l'informatique qui me passionnait mais 'es machine en général ,14.0,11.136896574124407,14.273793148248814,12.70534486118661,14.273793148248814,10.568448287062203,12.726206851751186,11.863103425875593,11.095172592995251,14.863103425875593,11.0,12.0,15.0,14.0,247.17862055525356,"Gai, Réservé, Timide, Renfermé, Difficile, Energetique, Sympathique, Passionné, Anxieux, Respectueux, Tolérant, Diplomatique, Transparent",Option 6,"Commerce / Négoce / Distribution, Études et conseils, Sciences humaines",Électronique / Électricité,"Passion personnelle, Opportunités de carrière, Salaire attractif, Sécurité de l'emploi, Flexibilité, Évolution rapide, Possibilité de promotion, Innovation et créativité, Environnement de travail agréable",Formation initiale
